Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
ptprt	K13297	PTPRT; receptor-type tyrosine-protein phosphatase T [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K13297	_
ptprz1b	K08114	PTPRZ; receptor-type tyrosine-protein phosphatase zeta [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K08114	ko05120
ptrh1	K01056	PTH1, PTRH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	http://www.genome.jp/dbget-bin/www_bget?ko:K01056	_
ptrh2	K04794	PTH2, PTRH2; peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	http://www.genome.jp/dbget-bin/www_bget?ko:K04794	_
ptrhd1	K05969	PTRHD1; peptidyl-tRNA hydrolase PTRHD1 [EC:3.1.1.29]	http://www.genome.jp/dbget-bin/www_bget?ko:K05969	_
pts	K01737	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	http://www.genome.jp/dbget-bin/www_bget?ko:K01737	ko00790;ko01100;ko01240
pttg1	K06635	PTTG; securin	http://www.genome.jp/dbget-bin/www_bget?ko:K06635	ko04110;ko04114;ko05166
pttg1ipa	K26099	PTTG1IP; PTTG1-interacting protein	http://www.genome.jp/dbget-bin/www_bget?ko:K26099	_
pttg1ipb	K26099	PTTG1IP; PTTG1-interacting protein	http://www.genome.jp/dbget-bin/www_bget?ko:K26099	_
ptx3a	K25724	PTX3; pentraxin-related protein PTX3	http://www.genome.jp/dbget-bin/www_bget?ko:K25724	_
pudp	K17623	PUDP, HDHD1; pseudouridine 5'-phosphatase [EC:3.1.3.96]	http://www.genome.jp/dbget-bin/www_bget?ko:K17623	_
puf60a	K12838	PUF60; poly(U)-binding-splicing factor PUF60	http://www.genome.jp/dbget-bin/www_bget?ko:K12838	ko03040
puf60b	K12838	PUF60; poly(U)-binding-splicing factor PUF60	http://www.genome.jp/dbget-bin/www_bget?ko:K12838	ko03040
pum1	K17943	PUM; pumilio RNA-binding family	http://www.genome.jp/dbget-bin/www_bget?ko:K17943	ko05017
pum3	K14844	PUF6; pumilio homology domain family member 6	http://www.genome.jp/dbget-bin/www_bget?ko:K14844	_
puraa	K21772	PURA; transcriptional activator protein Pur-alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K21772	_
purba	K21799	PURB; transcriptional activator protein Pur-beta	http://www.genome.jp/dbget-bin/www_bget?ko:K21799	_
purg	K21800	PURG; purine-rich element-binding protein gamma	http://www.genome.jp/dbget-bin/www_bget?ko:K21800	_
pus1	K06173	truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K06173	_
pus10	K07583	PUS10; tRNA pseudouridine synthase 10 [EC:5.4.99.25]	http://www.genome.jp/dbget-bin/www_bget?ko:K07583	_
pus3	K01855	PUS3, DEG1; tRNA pseudouridine38/39 synthase [EC:5.4.99.45]	http://www.genome.jp/dbget-bin/www_bget?ko:K01855	_
pus7	K06176	truD, PUS7; tRNA pseudouridine13 synthase [EC:5.4.99.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K06176	_
pus7l	K06176	truD, PUS7; tRNA pseudouridine13 synthase [EC:5.4.99.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K06176	_
pvalb2	K23926	PVALB; parvalbumin alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K23926	_
pvalb3	K23926	PVALB; parvalbumin alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K23926	_
pvalb5	K23926	PVALB; parvalbumin alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K23926	_
pvalb6	K23926	PVALB; parvalbumin alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K23926	_
pvalb7	K23926	PVALB; parvalbumin alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K23926	_
pwp1	K14791	PWP1; periodic tryptophan protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K14791	_
pwp2h	K14558	PWP2, UTP1; periodic tryptophan protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K14558	ko03008
pwwp2a	K26100	PWWP2; PWWP domain-containing protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K26100	_
pxmp4	K13350	PXMP4, PMP24; peroxisomal membrane protein 4	http://www.genome.jp/dbget-bin/www_bget?ko:K13350	ko04146
pxna	K05760	PXN; paxillin	http://www.genome.jp/dbget-bin/www_bget?ko:K05760	ko04062;ko04370;ko04510;ko04670;ko04810;ko05100;ko05131;ko05135;ko05163;ko05165;ko05170;ko05203;ko05205
pycr1a	K00286	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00286	ko00330;ko01100;ko01110;ko01230
pycr3	K00286	proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00286	ko00330;ko01100;ko01110;ko01230
pygb	K00688	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00688	ko00500;ko01100;ko01110;ko02026;ko04217;ko04910;ko04922;ko04931
pygl	K00688	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00688	ko00500;ko01100;ko01110;ko02026;ko04217;ko04910;ko04922;ko04931
pygma	K00688	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00688	ko00500;ko01100;ko01110;ko02026;ko04217;ko04910;ko04922;ko04931
pyroxd1	K24426	PYROXD1; pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 [EC:1.8.1.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K24426	_
pyya	K05233	PYY; peptide YY	http://www.genome.jp/dbget-bin/www_bget?ko:K05233	ko04080
qdprb.1	K00357	QDPR; dihydropteridine reductase [EC:1.5.1.34]	http://www.genome.jp/dbget-bin/www_bget?ko:K00357	ko00790;ko01100
qki2	K14945	QKI; protein quaking	http://www.genome.jp/dbget-bin/www_bget?ko:K14945	_
qkia	K14945	QKI; protein quaking	http://www.genome.jp/dbget-bin/www_bget?ko:K14945	_
qpctla	K00683	QPCT; glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K00683	_
qpctlb	K00683	QPCT; glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	http://www.genome.jp/dbget-bin/www_bget?ko:K00683	_
qrfp	K25693	QRFP; orexigenic neuropeptide QRFP	http://www.genome.jp/dbget-bin/www_bget?ko:K25693	ko04080
qrfpra	K08378	QRFPR, GPR103; pyroglutamylated RFamide peptide receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K08378	ko04080
qrsl1	K02433	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	http://www.genome.jp/dbget-bin/www_bget?ko:K02433	ko00970;ko01100
qsox1	K10758	QSOX; thiol oxidase [EC:1.8.3.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K10758	_
qsox2	K10758	QSOX; thiol oxidase [EC:1.8.3.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K10758	_
qtrt2	K15407	QTRT2, QTRTD1; queuine tRNA-ribosyltransferase accessory subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K15407	_
quo	K23860	PLEKHG4; pleckstrin homology domain-containing family G member 4	http://www.genome.jp/dbget-bin/www_bget?ko:K23860	_
rab11al	K07904	RAB11A; Ras-related protein Rab-11A	http://www.genome.jp/dbget-bin/www_bget?ko:K07904	ko04144;ko04961;ko04962;ko04972;ko05164
rab11ba	K07905	RAB11B; Ras-related protein Rab-11B	http://www.genome.jp/dbget-bin/www_bget?ko:K07905	ko04144;ko04152;ko04962;ko05164
rab11bb	K07905	RAB11B; Ras-related protein Rab-11B	http://www.genome.jp/dbget-bin/www_bget?ko:K07905	ko04144;ko04152;ko04962;ko05164
rab11fip1b	K12484	RAB11FIP1_2_5; Rab11 family-interacting protein 1/2/5	http://www.genome.jp/dbget-bin/www_bget?ko:K12484	ko04144
rab11fip3	K12485	RAB11FIP3_4; Rab11 family-interacting protein 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K12485	ko04144
rab11fip4a	K12485	RAB11FIP3_4; Rab11 family-interacting protein 3/4	http://www.genome.jp/dbget-bin/www_bget?ko:K12485	ko04144
rab13	K06109	RAB13; Ras-related protein Rab-13	http://www.genome.jp/dbget-bin/www_bget?ko:K06109	ko04530
rab14l	K07881	RAB14; Ras-related protein Rab-14	http://www.genome.jp/dbget-bin/www_bget?ko:K07881	ko04152
rab18a	K07910	RAB18; Ras-related protein Rab-18	http://www.genome.jp/dbget-bin/www_bget?ko:K07910	_
rab18b	K07910	RAB18; Ras-related protein Rab-18	http://www.genome.jp/dbget-bin/www_bget?ko:K07910	_
rab1aa	K07874	RAB1A; Ras-related protein Rab-1A	http://www.genome.jp/dbget-bin/www_bget?ko:K07874	ko04140;ko05014;ko05022;ko05130;ko05134
rab1ab	K07874	RAB1A; Ras-related protein Rab-1A	http://www.genome.jp/dbget-bin/www_bget?ko:K07874	ko04140;ko05014;ko05022;ko05130;ko05134
rab1ba	K07875	RAB1B; Ras-related protein Rab-1B	http://www.genome.jp/dbget-bin/www_bget?ko:K07875	ko05134
rab27b	K07886	RAB27B; Ras-related protein Rab-27B	http://www.genome.jp/dbget-bin/www_bget?ko:K07886	ko04972
rab28	K07915	RAB28; Ras-related protein Rab-28	http://www.genome.jp/dbget-bin/www_bget?ko:K07915	_
rab2a	K07877	RAB2A; Ras-related protein Rab-2A	http://www.genome.jp/dbget-bin/www_bget?ko:K07877	ko04152
rab31	K07891	RAB22; Ras-related protein Rab-22	http://www.genome.jp/dbget-bin/www_bget?ko:K07891	ko04144
rab32a	K07918	RAB32; Ras-related protein Rab-32	http://www.genome.jp/dbget-bin/www_bget?ko:K07918	_
rab33a	K07919	RAB33A; Ras-related protein Rab-33A	http://www.genome.jp/dbget-bin/www_bget?ko:K07919	_
rab33ba	K07920	RAB33B; Ras-related protein Rab-33B	http://www.genome.jp/dbget-bin/www_bget?ko:K07920	ko04140
rab34a	K07921	RAB34; Ras-related protein Rab-34	http://www.genome.jp/dbget-bin/www_bget?ko:K07921	_
rab34b	K07921	RAB34; Ras-related protein Rab-34	http://www.genome.jp/dbget-bin/www_bget?ko:K07921	_
rab35b	K07876	RAB35, RAB1C; Ras-related protein Rab-35	http://www.genome.jp/dbget-bin/www_bget?ko:K07876	ko04144
rab36	K07922	RAB36; Ras-related protein Rab-36	http://www.genome.jp/dbget-bin/www_bget?ko:K07922	_
rab38b	K07923	RAB38; Ras-related protein Rab-38	http://www.genome.jp/dbget-bin/www_bget?ko:K07923	_
rab38c	K07923	RAB38; Ras-related protein Rab-38	http://www.genome.jp/dbget-bin/www_bget?ko:K07923	_
rab39bb	K07925	RAB39B; Ras-related protein Rab-39B	http://www.genome.jp/dbget-bin/www_bget?ko:K07925	ko04140;ko05014;ko05022
rab3aa	K07882	RAB3A; Ras-related protein Rab-3A	http://www.genome.jp/dbget-bin/www_bget?ko:K07882	ko04721;ko04911
rab3ab	K07882	RAB3A; Ras-related protein Rab-3A	http://www.genome.jp/dbget-bin/www_bget?ko:K07882	ko04721;ko04911
rab3da	K07884	RAB3D; Ras-related protein Rab-3D	http://www.genome.jp/dbget-bin/www_bget?ko:K07884	ko04972
rab3db	K07884	RAB3D; Ras-related protein Rab-3D	http://www.genome.jp/dbget-bin/www_bget?ko:K07884	ko04972
rab3gap1	K18270	RAB3GAP1; Rab3 GTPase-activating protein catalytic subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K18270	_
rab3gap2	K19937	RAB3GAP2; Rab3 GTPase-activating protein non-catalytic subunit	http://www.genome.jp/dbget-bin/www_bget?ko:K19937	_
rab3il1	K16779	RAB3IP, RABIN8; Rab-3A-interacting protein	http://www.genome.jp/dbget-bin/www_bget?ko:K16779	_
rab40c	K07928	RAB40; Ras-related protein Rab-40	http://www.genome.jp/dbget-bin/www_bget?ko:K07928	_
rab43	K07930	RAB43; Ras-related protein Rab-43	http://www.genome.jp/dbget-bin/www_bget?ko:K07930	_
rab4a	K07879	RAB4A, RAB4; Ras-related protein Rab-4A	http://www.genome.jp/dbget-bin/www_bget?ko:K07879	ko04144
rab4b	K07880	RAB4B; Ras-related protein Rab-4B	http://www.genome.jp/dbget-bin/www_bget?ko:K07880	_
rab5ab	K07888	RAB5B; Ras-related protein Rab-5B	http://www.genome.jp/dbget-bin/www_bget?ko:K07888	ko04014;ko04144;ko04145;ko04962;ko05132;ko05146;ko05152
rab5b	K07888	RAB5B; Ras-related protein Rab-5B	http://www.genome.jp/dbget-bin/www_bget?ko:K07888	ko04014;ko04144;ko04145;ko04962;ko05132;ko05146;ko05152
rab5c	K07888	RAB5B; Ras-related protein Rab-5B	http://www.genome.jp/dbget-bin/www_bget?ko:K07888	ko04014;ko04144;ko04145;ko04962;ko05132;ko05146;ko05152
rab5if	K26496	GEL complex subunit OPTI	http://www.genome.jp/dbget-bin/www_bget?ko:K26496	_
rab6a	K07896	RAB41; Ras-related protein Rab-41	http://www.genome.jp/dbget-bin/www_bget?ko:K07896	_
rab9a	K07899	RAB9A, RAB9; Ras-related protein Rab-9A	http://www.genome.jp/dbget-bin/www_bget?ko:K07899	ko05132;ko05162
rabep2	K20130	RABEP2; Rab GTPase-binding effector protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K20130	_
rabepk	K20285	RABEPK; Rab9 effector protein with kelch motifs	http://www.genome.jp/dbget-bin/www_bget?ko:K20285	_
rabgef1l	K20131	RABGEF1; Rab5 GDP/GTP exchange factor	http://www.genome.jp/dbget-bin/www_bget?ko:K20131	_
rabggta	K14050	RABGGTA; geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]	http://www.genome.jp/dbget-bin/www_bget?ko:K14050	_
rabggtb	K05956	RABGGTB; geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]	http://www.genome.jp/dbget-bin/www_bget?ko:K05956	_
rabl2	K07931	RABL2; Rab-like protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K07931	_
rabl3	K07933	RABL3; Rab-like protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K07933	_
rac2	K07860	RAC2; Ras-related C3 botulinum toxin substrate 2	http://www.genome.jp/dbget-bin/www_bget?ko:K07860	ko04010;ko04014;ko04015;ko04024;ko04062;ko04071;ko04310;ko04360;ko04370;ko04510;ko04520;ko04613;ko04650;ko04662;ko04664;ko04666;ko04670;ko04810;ko05020;ko05135;ko05163;ko05170;ko05200;ko05210;ko05212;ko05231;ko05415;ko05416;ko05418
rac3a	K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04392	ko04010;ko04013;ko04014;ko04015;ko04024;ko04062;ko04071;ko04145;ko04151;ko04310;ko04360;ko04361;ko04370;ko04380;ko04510;ko04520;ko04530;ko04613;ko04620;ko04650;ko04662;ko04664;ko04666;ko04670;ko04722;ko04810;ko04932;ko04933;ko04972;ko05014;ko05020;ko05022;ko05100;ko05120;ko05130;ko05131;ko05132;ko05135;ko05163;ko05167;ko05169;ko05170;ko05200;ko05203;ko05205;ko05208;ko05210;ko05211;ko05212;ko05231;ko05415;ko05416;ko05417;ko05418
rac3b	K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04392	ko04010;ko04013;ko04014;ko04015;ko04024;ko04062;ko04071;ko04145;ko04151;ko04310;ko04360;ko04361;ko04370;ko04380;ko04510;ko04520;ko04530;ko04613;ko04620;ko04650;ko04662;ko04664;ko04666;ko04670;ko04722;ko04810;ko04932;ko04933;ko04972;ko05014;ko05020;ko05022;ko05100;ko05120;ko05130;ko05131;ko05132;ko05135;ko05163;ko05167;ko05169;ko05170;ko05200;ko05203;ko05205;ko05208;ko05210;ko05211;ko05212;ko05231;ko05415;ko05416;ko05417;ko05418
rad1	K02830	HRAD1, RAD17; cell cycle checkpoint protein [EC:3.1.11.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K02830	ko04111;ko04113;ko04218
rad17	K06662	HRAD17, RAD24; cell cycle checkpoint protein	http://www.genome.jp/dbget-bin/www_bget?ko:K06662	ko04111;ko04113
rad18	K10627	RAD18; E3 ubiquitin-protein ligase RAD18 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10627	_
rad21b	K06670	SCC1, MCD1, RAD21; cohesin complex subunit SCC1	http://www.genome.jp/dbget-bin/www_bget?ko:K06670	ko04110;ko04111
rad21l1	K06670	SCC1, MCD1, RAD21; cohesin complex subunit SCC1	http://www.genome.jp/dbget-bin/www_bget?ko:K06670	ko04110;ko04111
rad23aa	K10839	RAD23, HR23; UV excision repair protein RAD23	http://www.genome.jp/dbget-bin/www_bget?ko:K10839	ko03420;ko04141
rad51b	K10869	RAD51L1, RAD51B; RAD51-like protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K10869	ko03440
rad51c	K10870	RAD51L2, RAD51C; RAD51-like protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K10870	ko03440;ko03460
rad51d	K10871	RAD51L3, RAD51D; RAD51-like protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K10871	ko03440
rad52	K10873	RAD52; DNA repair and recombination protein RAD52	http://www.genome.jp/dbget-bin/www_bget?ko:K10873	ko03440
rad54l	K10875	RAD54L, RAD54; DNA repair and recombination protein RAD54 and RAD54-like protein [EC:5.6.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K10875	ko03440
rad9b	K10995	RAD9B; cell cycle checkpoint control protein RAD9B	http://www.genome.jp/dbget-bin/www_bget?ko:K10995	ko04218
radil2b	K26418	RADIL; Ras-associating and dilute domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K26418	ko04520
rae1	K14298	RAE1, GLE2; mRNA export factor	http://www.genome.jp/dbget-bin/www_bget?ko:K14298	ko03013;ko05014;ko05164
raf1a	K04366	RAF1; RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04366	ko01521;ko01522;ko04010;ko04012;ko04014;ko04015;ko04022;ko04024;ko04062;ko04068;ko04071;ko04072;ko04140;ko04150;ko04151;ko04210;ko04218;ko04270;ko04360;ko04370;ko04371;ko04510;ko04540;ko04550;ko04613;ko04625;ko04630;ko04650;ko04660;ko04662;ko04664;ko04666;ko04720;ko04722;ko04726;ko04730;ko04810;ko04910;ko04912;ko04914;ko04915;ko04916;ko04917;ko04919;ko04921;ko04926;ko04928;ko04929;ko04935;ko05010;ko05022;ko05034;ko05132;ko05152;ko05160;ko05161;ko05163;ko05164;ko05165;ko05167;ko05170;ko05200;ko05205;ko05206;ko05207;ko05208;ko05210;ko05211;ko05212;ko05213;ko05214;ko05215;ko05218;ko05219;ko05220;ko05221;ko05223;ko05224;ko05225;ko05226;ko05230;ko05231;ko05235
raf1b	K04366	RAF1; RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K04366	ko01521;ko01522;ko04010;ko04012;ko04014;ko04015;ko04022;ko04024;ko04062;ko04068;ko04071;ko04072;ko04140;ko04150;ko04151;ko04210;ko04218;ko04270;ko04360;ko04370;ko04371;ko04510;ko04540;ko04550;ko04613;ko04625;ko04630;ko04650;ko04660;ko04662;ko04664;ko04666;ko04720;ko04722;ko04726;ko04730;ko04810;ko04910;ko04912;ko04914;ko04915;ko04916;ko04917;ko04919;ko04921;ko04926;ko04928;ko04929;ko04935;ko05010;ko05022;ko05034;ko05132;ko05152;ko05160;ko05161;ko05163;ko05164;ko05165;ko05167;ko05170;ko05200;ko05205;ko05206;ko05207;ko05208;ko05210;ko05211;ko05212;ko05213;ko05214;ko05215;ko05218;ko05219;ko05220;ko05221;ko05223;ko05224;ko05225;ko05226;ko05230;ko05231;ko05235
rag1	K10628	RAG1; V(D)J recombination-activating protein 1 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10628	ko04068;ko05340
rag2	K10988	RAG2; recombination-activating protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K10988	ko04068;ko05340
ralaa	K07834	RALA; Ras-related protein Ral-A	http://www.genome.jp/dbget-bin/www_bget?ko:K07834	ko04014;ko04015;ko04072;ko05132;ko05200;ko05210;ko05212
ralab	K07834	RALA; Ras-related protein Ral-A	http://www.genome.jp/dbget-bin/www_bget?ko:K07834	ko04014;ko04015;ko04072;ko05132;ko05200;ko05210;ko05212
ralba	K07835	RALB; Ras-related protein Ral-B	http://www.genome.jp/dbget-bin/www_bget?ko:K07835	ko04014;ko04015;ko04072;ko05200;ko05210;ko05212
ralgapb	K25769	RALGAPB; Ral GTPase-activating protein subunit beta	http://www.genome.jp/dbget-bin/www_bget?ko:K25769	ko04014
ralgds	K08732	RALGDS; ral guanine nucleotide dissociation stimulator	http://www.genome.jp/dbget-bin/www_bget?ko:K08732	ko04014;ko04015;ko04072;ko05200;ko05210;ko05212;ko05231
ralgps1	K24023	RALGPS; Ras-specific guanine nucleotide-releasing factor RalGPS	http://www.genome.jp/dbget-bin/www_bget?ko:K24023	_
ralyl	K24994	RALYL; RNA-binding Raly-like protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24994	_
ramp2	K08448	RAMP2; receptor activity modifying protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K08448	ko04270
ranbp2	K12172	RANBP2, NUP358; E3 SUMO-protein ligase RanBP2 [EC:2.3.2.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K12172	ko03013;ko03250;ko05014
ranbp3a	K15304	RANBP3; Ran-binding protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K15304	ko05166
rangap1a	K14319	RANGAP1; Ran GTPase-activating protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K14319	ko03013
rangap1b	K14319	RANGAP1; Ran GTPase-activating protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K14319	ko03013
rap1gap2b	K17708	RAP1GAP2; RAP1 GTPase activating protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K17708	_
rap1gapa	K17700	RAP1GAP, RAPGAP; RAP1 GTPase activating protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K17700	ko04015
rap2b	K07839	RAP2C; Ras-related protein Rap-2C	http://www.genome.jp/dbget-bin/www_bget?ko:K07839	ko04530
rapgef1a	K06277	RAPGEF1, GRF2; Rap guanine nucleotide exchange factor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K06277	ko04015;ko04510;ko04722;ko04910;ko05211
rapgef1b	K06277	RAPGEF1, GRF2; Rap guanine nucleotide exchange factor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K06277	ko04015;ko04510;ko04722;ko04910;ko05211
rapgef2a	K08018	RAPGEF2, PDZGEF1; Rap guanine nucleotide exchange factor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K08018	ko04010;ko04015;ko04530
rapgef4a	K04351	RAPGEF4, EPAC2; Rap guanine nucleotide exchange factor 4	http://www.genome.jp/dbget-bin/www_bget?ko:K04351	ko04015;ko04024;ko04072;ko04261;ko04670;ko04911
rapgef5a	K08019	RAPGEF5; Rap guanine nucleotide exchange factor 5	http://www.genome.jp/dbget-bin/www_bget?ko:K08019	ko04014;ko04015
raph1a	K23488	RAPH1; Ras-associated and pleckstrin homology domains-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K23488	ko04361
raph1b	K23488	RAPH1; Ras-associated and pleckstrin homology domains-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K23488	ko04361
rapsn	K24924	RAPSN; receptor-associated protein of the synapse	http://www.genome.jp/dbget-bin/www_bget?ko:K24924	_
rarab	K08527	RARA, NR1B1; retinoic acid receptor alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K08527	ko04659;ko04915;ko05200;ko05202;ko05221
rarga	K08529	RARG, NR1B3; retinoic acid receptor gamma	http://www.genome.jp/dbget-bin/www_bget?ko:K08529	_
rarres3l	K16817	PLA2G16; HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K16817	ko00564;ko00565;ko00590;ko00591;ko00592;ko01100;ko01110;ko04014;ko04923
rars2	K01887	RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]	http://www.genome.jp/dbget-bin/www_bget?ko:K01887	ko00970
rasa3	K12380	RASA3; Ras GTPase-activating protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K12380	ko04013;ko04014
rasd2b	K07843	RASD1; RAS, dexamethasone-induced Ras-related protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K07843	ko04713;ko04934
rasgrf2a	K12326	RASGRF2; Ras-specific guanine nucleotide-releasing factor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K12326	ko04010;ko04014
rasgrf2b	K12326	RASGRF2; Ras-specific guanine nucleotide-releasing factor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K12326	ko04010;ko04014
rasgrp2	K12361	RASGRP2; RAS guanyl-releasing protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K12361	ko04010;ko04014;ko04015;ko04062;ko04611;ko05200
rasip1	K26417	RASIP1; Ras-interacting protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K26417	ko04520
rasl10a	K07851	RASL10B; Ras-like protein family member 10B	http://www.genome.jp/dbget-bin/www_bget?ko:K07851	_
rasl11b	K07853	RASL11B; Ras-like protein family member 11B	http://www.genome.jp/dbget-bin/www_bget?ko:K07853	_
